date,category,title,amount
2020-06-13,eletrônicos,Dr.*Kaspersky,79.95
2020-10-27,eletrônicos,Google Niantic Inc,1.9
2020-10-27,eletrônicos,Google Niantic Inc,1.9
2020-10-27,eletrônicos,Google Niantic Inc,1.9
