date,category,title,amount
2020-09-03,lazer,Pag*Boacompra 2/2,27.25
2020-09-03,lazer,Pag*Boacompra 2/2,27.25
2020-09-29,lazer,Steam Purchase,175.48
2020-07-07,lazer,Steamgames.Com,10.49
2020-08-12,lazer,Pag*Boacompra 1/2,27.25
2020-08-12,lazer,Pag*Boacompra 1/2,27.25
2020-11-20,lazer,Pag*Boacompra,19.9
2020-11-20,lazer,Pag*Boacompra,15.8
2020-11-27,lazer,Pag*Boacompra,7.9
2020-11-30,lazer,Pag*Boacompra,7.9
