date,category,title,amount
2020-09-11,educação,Dl*Googleniantic,1.9
2020-09-30,educação,Amazonprimebr,9.9
2020-06-30,educação,Amazonprimebr,9.9
2020-07-30,educação,Amazonprimebr,9.9
2020-09-01,educação,Amazonprimebr,9.9
2020-10-30,educação,Amazonprimebr,9.9
